platform,question_title,answer_summary,feedback_modes,business_mode,sentiment,quality_score,context_dependency_score,business_value_score,feedback_entropy_score,likes,high_value_reason,is_high_value_feedback_pre_llm,needs_llm_analysis,llm_priority_score,llm_route_reason,reaction_comment_count,supportive_ratio,opposing_ratio,controversy_score,sarcasm_ratio,high_value_comment_count,avg_comment_business_value_score,avg_comment_entropy_score,demo_case_id
zhihu,演示案例 049：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为混合，信息密度处于较高水平。,product_experience|monetization|community_conflict|competition|plot_discussion,product_experience|monetization|community_conflict|competition|plot_discussion,mixed,5,3,10,6.45,315,该样本主要体现为产品体验反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,12,actionable_feedback|long_comment|context_heavy|high_entropy|competition_mode|sarcasm_with_signal,27.0,0.0,3.7,3.7,0.0,5.0,0.41,1.26,content_0049
zhihu,演示案例 050：商业化主题,该回答样本在公开演示版中被归纳为“商业化”主题，整体情绪倾向为正向，信息密度处于很高水平。,monetization|competition|plot_discussion,monetization|competition|plot_discussion,positive,8,0,9,11.5,4032,该样本主要体现为商业化反馈，业务价值很高、表达质量很高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,12,actionable_feedback|long_comment|high_entropy|actionable_pattern|clear_target|competition_mode,146.0,10.27,10.27,13.7,4.79,25.0,0.57,1.64,content_0050
zhihu,演示案例 051：商业化主题,该回答样本在公开演示版中被归纳为“商业化”主题，整体情绪倾向为负向，信息密度处于很高水平。,monetization,monetization,negative,6,0,9,11.4,105,该样本主要体现为商业化反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,10,actionable_feedback|long_comment|high_entropy|actionable_pattern|clear_target,24.0,4.17,12.5,16.67,0.0,5.0,1.25,2.21,content_0051
zhihu,演示案例 052：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为负向，信息密度处于很高水平。,product_experience|brand_communication|community_conflict|competition|plot_discussion,product_experience|brand_communication|community_conflict|competition|plot_discussion,negative,9,1,9,10.05,31,该样本主要体现为产品体验反馈，业务价值很高、表达质量很高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,11,actionable_feedback|long_comment|high_entropy|clear_target|competition_mode|sarcasm_with_signal,10.0,0.0,0.0,20.0,40.0,3.0,0.6,1.8,content_0052
zhihu,演示案例 053：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为正向，信息密度处于很高水平。,product_experience|community_conflict|competition|plot_discussion,product_experience|community_conflict|competition|plot_discussion,positive,7,2,9,9.15,169,该样本主要体现为产品体验反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,10,actionable_feedback|long_comment|high_entropy|clear_target|competition_mode,12.0,8.33,0.0,8.33,8.33,4.0,0.33,1.33,content_0053
zhihu,演示案例 054：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为中性，信息密度处于很高水平。,product_experience|community_conflict|competition|plot_discussion,product_experience|community_conflict|competition|plot_discussion,neutral,7,2,9,9.15,132,该样本主要体现为产品体验反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,11,actionable_feedback|long_comment|high_entropy|clear_target|competition_mode|sarcasm_with_signal,4.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,content_0054
zhihu,演示案例 055：商业化主题,该回答样本在公开演示版中被归纳为“商业化”主题，整体情绪倾向为中性，信息密度处于很高水平。,monetization|brand_communication|community_conflict|competition|plot_discussion,monetization|brand_communication|community_conflict|competition|plot_discussion,neutral,8,0,9,8.9,89,该样本主要体现为商业化反馈，业务价值很高、表达质量很高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,11,actionable_feedback|long_comment|high_entropy|actionable_pattern|competition_mode,3.0,33.33,0.0,0.0,0.0,0.0,0.0,1.0,content_0055
zhihu,演示案例 056：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为负向，信息密度处于很高水平。,product_experience|brand_communication,product_experience|brand_communication,negative,5,1,9,8.25,449,该样本主要体现为产品体验反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,9,actionable_feedback|long_comment|high_entropy|clear_target|sarcasm_with_signal,11.0,9.09,9.09,9.09,0.0,2.0,1.0,1.36,content_0056
zhihu,演示案例 057：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为正向，信息密度处于很高水平。,product_experience|monetization|competition,product_experience|monetization|competition,positive,6,1,9,8.0,267,该样本主要体现为产品体验反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,11,actionable_feedback|long_comment|high_entropy|actionable_pattern|competition_mode,22.0,18.18,0.0,0.0,0.0,1.0,0.64,1.09,content_0057
zhihu,演示案例 058：商业化主题,该回答样本在公开演示版中被归纳为“商业化”主题，整体情绪倾向为混合，信息密度处于较高水平。,monetization|competition|plot_discussion,monetization|competition|plot_discussion,mixed,6,0,9,7.9,226,该样本主要体现为商业化反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,11,actionable_feedback|long_comment|high_entropy|clear_target|competition_mode|sarcasm_with_signal,8.0,12.5,25.0,37.5,12.5,3.0,1.5,1.88,content_0058
zhihu,演示案例 059：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为正向，信息密度处于较高水平。,product_experience|monetization|plot_discussion,product_experience|monetization|plot_discussion,positive,5,3,9,7.75,21,该样本主要体现为产品体验反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,11,actionable_feedback|long_comment|context_heavy|high_entropy|clear_target|sarcasm_with_signal,2.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,content_0059
zhihu,演示案例 060：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为负向，信息密度处于较高水平。,product_experience|brand_communication|plot_discussion,product_experience|brand_communication|plot_discussion,negative,5,0,9,7.35,361,该样本主要体现为产品体验反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,8,actionable_feedback|long_comment|high_entropy|clear_target,11.0,18.18,18.18,27.27,9.09,2.0,0.82,2.36,content_0060
zhihu,演示案例 061：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为中性，信息密度处于很高水平。,product_experience|competition|plot_discussion,product_experience|competition|plot_discussion,neutral,7,1,8,9.95,283,该样本主要体现为产品体验反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,11,actionable_feedback|long_comment|high_entropy|actionable_pattern|competition_mode,56.0,16.07,7.14,14.29,0.0,8.0,0.62,1.38,content_0061
zhihu,演示案例 062：品牌传播主题,该回答样本在公开演示版中被归纳为“品牌传播”主题，整体情绪倾向为负向，信息密度处于很高水平。,brand_communication|competition|plot_discussion,brand_communication|competition|plot_discussion,negative,7,0,8,9.75,385,该样本主要体现为品牌传播反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,10,actionable_feedback|high_entropy|actionable_pattern|clear_target|competition_mode,7.0,0.0,0.0,14.29,0.0,1.0,1.0,1.71,content_0062
zhihu,演示案例 063：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为正向，信息密度处于很高水平。,product_experience|monetization|plot_discussion,product_experience|monetization|plot_discussion,positive,6,0,8,9.3,13,该样本主要体现为产品体验反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,11,actionable_feedback|long_comment|high_entropy|actionable_pattern|clear_target|sarcasm_with_signal,7.0,28.57,14.29,14.29,0.0,4.0,2.71,2.71,content_0063
zhihu,演示案例 064：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为正向，信息密度处于很高水平。,product_experience|monetization|plot_discussion,product_experience|monetization|plot_discussion,positive,7,1,8,8.85,24,该样本主要体现为产品体验反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,8,actionable_feedback|long_comment|high_entropy|clear_target,20.0,5.0,20.0,25.0,5.0,9.0,1.4,2.15,content_0064
zhihu,演示案例 065：竞品比较主题,该回答样本在公开演示版中被归纳为“竞品比较”主题，整体情绪倾向为负向，信息密度处于很高水平。,competition|plot_discussion,competition|plot_discussion,negative,6,0,8,8.5,377,该样本主要体现为竞品比较反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,12,actionable_feedback|long_comment|high_entropy|actionable_pattern|clear_target|competition_mode,16.0,6.25,12.5,12.5,6.25,2.0,0.31,0.94,content_0065
zhihu,演示案例 066：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为正向，信息密度处于较高水平。,product_experience|plot_discussion,product_experience|plot_discussion,positive,5,0,8,7.95,1782,该样本主要体现为产品体验反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,6,actionable_feedback|high_entropy|clear_target,132.0,6.06,5.3,6.06,0.0,28.0,0.96,1.72,content_0066
zhihu,演示案例 067：商业化主题,该回答样本在公开演示版中被归纳为“商业化”主题，整体情绪倾向为正向，信息密度处于较高水平。,monetization|community_conflict|plot_discussion,monetization|community_conflict|plot_discussion,positive,5,2,8,7.05,619,该样本主要体现为商业化反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,9,actionable_feedback|long_comment|high_entropy|clear_target|sarcasm_with_signal,14.0,28.57,7.14,7.14,7.14,2.0,1.43,1.64,content_0067
zhihu,演示案例 068：品牌传播主题,该回答样本在公开演示版中被归纳为“品牌传播”主题，整体情绪倾向为负向，信息密度处于较高水平。,brand_communication|competition,brand_communication|competition,negative,5,2,8,6.35,427,该样本主要体现为品牌传播反馈，业务价值很高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,10,actionable_feedback|long_comment|high_entropy|competition_mode|sarcasm_with_signal,8.0,12.5,12.5,12.5,25.0,1.0,0.75,1.12,content_0068
zhihu,演示案例 069：商业化主题,该回答样本在公开演示版中被归纳为“商业化”主题，整体情绪倾向为负向，信息密度处于很高水平。,monetization|community_conflict|competition,monetization|community_conflict|competition,negative,8,2,7,9.1,331,该样本主要体现为商业化反馈，业务价值较高、表达质量很高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,12,actionable_feedback|long_comment|high_entropy|actionable_pattern|clear_target|competition_mode,13.0,0.0,0.0,0.0,7.69,1.0,0.46,1.08,content_0069
zhihu,演示案例 070：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为负向，信息密度处于很高水平。,product_experience|community_conflict|plot_discussion,product_experience|community_conflict|plot_discussion,negative,6,0,7,9.0,5,该样本主要体现为产品体验反馈，业务价值较高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,10,actionable_feedback|long_comment|high_entropy|actionable_pattern|clear_target,,,,,,,,,content_0070
zhihu,演示案例 071：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为中性，信息密度处于较高水平。,product_experience|monetization|community_conflict|competition,product_experience|monetization|community_conflict|competition,neutral,7,0,7,7.85,13,该样本主要体现为产品体验反馈，业务价值较高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,9,actionable_feedback|high_entropy|actionable_pattern|competition_mode,1.0,0.0,0.0,0.0,100.0,0.0,2.0,0.0,content_0071
zhihu,演示案例 072：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为正向，信息密度处于较高水平。,product_experience|monetization|competition,product_experience|monetization|competition,positive,6,2,7,7.4,567,该样本主要体现为产品体验反馈，业务价值较高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,12,actionable_feedback|long_comment|high_entropy|actionable_pattern|competition_mode|sarcasm_with_signal,13.0,23.08,30.77,46.15,53.85,4.0,0.23,0.92,content_0072
zhihu,演示案例 073：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为混合，信息密度处于较高水平。,product_experience,product_experience,mixed,4,1,7,7.3,252,该样本主要体现为产品体验反馈，业务价值较高、表达质量中等，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,10,actionable_feedback|long_comment|high_entropy|actionable_pattern|clear_target,7.0,42.86,0.0,0.0,0.0,0.0,0.86,1.43,content_0073
zhihu,演示案例 074：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为中性，信息密度处于较高水平。,product_experience|community_conflict|plot_discussion,product_experience|community_conflict|plot_discussion,neutral,4,0,7,6.3,72,该样本主要体现为产品体验反馈，业务价值较高、表达质量中等，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,6,actionable_feedback|high_entropy|clear_target,10.0,0.0,10.0,10.0,0.0,6.0,2.3,2.5,content_0074
zhihu,演示案例 075：竞品比较主题,该回答样本在公开演示版中被归纳为“竞品比较”主题，整体情绪倾向为中性，信息密度处于较高水平。,competition|plot_discussion,competition|plot_discussion,neutral,3,0,7,5.85,941,该样本主要体现为竞品比较反馈，业务价值较高、表达质量中等，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,8,actionable_feedback|high_entropy|clear_target|competition_mode,37.0,8.11,21.62,37.84,5.41,12.0,0.65,1.68,content_0075
zhihu,演示案例 076：竞品比较主题,该回答样本在公开演示版中被归纳为“竞品比较”主题，整体情绪倾向为混合，信息密度处于很高水平。,competition,competition,mixed,7,0,6,9.35,176,该样本主要体现为竞品比较反馈，业务价值较高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,11,actionable_feedback|long_comment|high_entropy|actionable_pattern|competition_mode,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,content_0076
zhihu,演示案例 077：商业化主题,该回答样本在公开演示版中被归纳为“商业化”主题，整体情绪倾向为正向，信息密度处于很高水平。,monetization|community_conflict|competition,monetization|community_conflict|competition,positive,8,0,6,8.0,41,该样本主要体现为商业化反馈，业务价值较高、表达质量很高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,11,actionable_feedback|long_comment|high_entropy|actionable_pattern|competition_mode,,,,,,,,,content_0077
zhihu,演示案例 078：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为正向，信息密度处于较高水平。,product_experience|community_conflict,product_experience|community_conflict,positive,5,0,6,6.65,75,该样本主要体现为产品体验反馈，业务价值较高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,9,actionable_feedback|long_comment|high_entropy|actionable_pattern,7.0,0.0,57.14,57.14,14.29,5.0,1.0,1.57,content_0078
zhihu,演示案例 079：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为正向，信息密度处于较高水平。,product_experience|monetization,product_experience|monetization,positive,4,0,6,6.2,1,该样本主要体现为产品体验反馈，业务价值较高、表达质量中等，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,7,actionable_feedback|high_entropy|actionable_pattern,,,,,,,,,content_0079
zhihu,演示案例 080：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为负向，信息密度处于较高水平。,product_experience|monetization|competition,product_experience|monetization|competition,negative,4,1,6,5.3,8,该样本主要体现为产品体验反馈，业务价值较高、表达质量中等，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,7,actionable_feedback|high_entropy|competition_mode,,,,,,,,,content_0080
zhihu,演示案例 081：商业化主题,该回答样本在公开演示版中被归纳为“商业化”主题，整体情绪倾向为中性，信息密度处于较高水平。,monetization|plot_discussion,monetization|plot_discussion,neutral,4,2,6,5.2,133,该样本主要体现为商业化反馈，业务价值较高、表达质量中等，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,8,actionable_feedback|long_comment|high_entropy|clear_target,5.0,0.0,20.0,40.0,0.0,0.0,0.8,2.2,content_0081
zhihu,演示案例 082：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为中性，信息密度处于较高水平。,product_experience|monetization,product_experience|monetization,neutral,4,1,6,5.2,34,该样本主要体现为产品体验反馈，业务价值较高、表达质量中等，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,6,actionable_feedback|high_entropy|clear_target,12.0,16.67,0.0,8.33,8.33,3.0,1.08,2.0,content_0082
zhihu,演示案例 083：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为中性，信息密度处于中等水平。,product_experience|community_conflict|competition,product_experience|community_conflict|competition,neutral,3,1,6,3.95,2398,该样本主要体现为产品体验反馈，业务价值较高、表达质量中等，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,5,actionable_feedback|competition_mode,22.0,9.09,0.0,4.55,0.0,2.0,0.64,1.36,content_0083
zhihu,演示案例 084：品牌传播主题,该回答样本在公开演示版中被归纳为“品牌传播”主题，整体情绪倾向为负向，信息密度处于中等水平。,brand_communication|community_conflict|competition,brand_communication|community_conflict|competition,negative,3,3,6,3.45,18,该样本主要体现为品牌传播反馈，业务价值较高、表达质量中等，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,8,actionable_feedback|context_heavy|competition_mode|sarcasm_with_signal,16.0,0.0,12.5,18.75,37.5,2.0,0.56,1.0,content_0084
zhihu,演示案例 085：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为正向，信息密度处于很高水平。,product_experience|competition|plot_discussion,product_experience|competition|plot_discussion,positive,8,1,5,8.5,2,该样本主要体现为产品体验反馈，业务价值较高、表达质量很高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,13,actionable_feedback|long_comment|high_entropy|actionable_pattern|clear_target|competition_mode|sarcasm_with_signal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,content_0085
zhihu,演示案例 086：商业化主题,该回答样本在公开演示版中被归纳为“商业化”主题，整体情绪倾向为正向，信息密度处于中等水平。,monetization|competition,monetization|competition,positive,5,3,5,4.85,880,该样本主要体现为商业化反馈，业务价值较高、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,11,actionable_feedback|long_comment|context_heavy|clear_target|competition_mode|sarcasm_with_signal,45.0,24.44,6.67,17.78,48.89,10.0,0.47,1.22,content_0086
zhihu,演示案例 087：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为正向，信息密度处于中等水平。,product_experience,product_experience,positive,2,3,5,3.7,27,该样本主要体现为产品体验反馈，业务价值较高、表达质量较低，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,8,actionable_feedback|context_heavy|actionable_pattern|sarcasm_with_signal,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,content_0087
zhihu,演示案例 088：竞品比较主题,该回答样本在公开演示版中被归纳为“竞品比较”主题，整体情绪倾向为混合，信息密度处于中等水平。,competition,competition,mixed,3,1,5,3.65,471,该样本主要体现为竞品比较反馈，业务价值较高、表达质量中等，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,6,actionable_feedback|competition_mode|sarcasm_with_signal,18.0,38.89,5.56,5.56,5.56,3.0,0.44,1.33,content_0088
zhihu,演示案例 089：竞品比较主题,该回答样本在公开演示版中被归纳为“竞品比较”主题，整体情绪倾向为混合，信息密度处于较低水平。,competition,competition,mixed,2,3,5,2.7,978,该样本主要体现为竞品比较反馈，业务价值较高、表达质量较低，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,8,actionable_feedback|context_heavy|competition_mode|sarcasm_with_signal,9.0,11.11,11.11,11.11,44.44,1.0,1.0,0.67,content_0089
zhihu,演示案例 090：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为混合，信息密度处于较高水平。,product_experience|competition,product_experience|competition,mixed,7,0,4,6.95,5,该样本主要体现为产品体验反馈，业务价值中等、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,9,actionable_feedback|high_entropy|actionable_pattern|competition_mode,,,,,,,,,content_0090
zhihu,演示案例 091：商业化主题,该回答样本在公开演示版中被归纳为“商业化”主题，整体情绪倾向为混合，信息密度处于较高水平。,monetization|competition,monetization|competition,mixed,7,0,4,6.95,0,该样本主要体现为商业化反馈，业务价值中等、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,9,actionable_feedback|high_entropy|actionable_pattern|competition_mode,,,,,,,,,content_0091
zhihu,演示案例 092：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为中性，信息密度处于较高水平。,product_experience|competition|plot_discussion,product_experience|competition|plot_discussion,neutral,7,0,4,6.05,9,该样本主要体现为产品体验反馈，业务价值中等、表达质量较高，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,7,actionable_feedback|high_entropy|competition_mode,4.0,0.0,0.0,0.0,25.0,1.0,0.75,2.25,content_0092
zhihu,演示案例 093：品牌传播主题,该回答样本在公开演示版中被归纳为“品牌传播”主题，整体情绪倾向为中性，信息密度处于较高水平。,brand_communication,brand_communication,neutral,3,0,4,6.05,0,该样本主要体现为品牌传播反馈，业务价值中等、表达质量中等，因此在演示版中被记录为“需要进一步进入 LLM 深分析”的案例。,True,True,7,actionable_feedback|high_entropy|actionable_pattern,,,,,,,,,content_0093
zhihu,演示案例 094：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为负向，信息密度处于中等水平。,product_experience|community_conflict|competition|plot_discussion,product_experience|community_conflict|competition|plot_discussion,negative,3,0,7,4.35,624,该样本主要体现为产品体验反馈，业务价值较高、表达质量中等，因此在演示版中被记录为“规则层已可完成初步判断”的案例。,False,False,2,,15.0,6.67,20.0,26.67,0.0,2.0,1.07,1.47,content_0094
zhihu,演示案例 095：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为中性，信息密度处于中等水平。,product_experience|monetization,product_experience|monetization,neutral,2,0,6,4.4,2,该样本主要体现为产品体验反馈，业务价值较高、表达质量较低，因此在演示版中被记录为“规则层已可完成初步判断”的案例。,False,False,0,,,,,,,,,,content_0095
zhihu,演示案例 096：商业化主题,该回答样本在公开演示版中被归纳为“商业化”主题，整体情绪倾向为负向，信息密度处于中等水平。,monetization|community_conflict,monetization|community_conflict,negative,3,2,6,4.05,673,该样本主要体现为商业化反馈，业务价值较高、表达质量中等，因此在演示版中被记录为“规则层已可完成初步判断”的案例。,False,False,0,,11.0,0.0,18.18,18.18,0.0,1.0,1.0,1.73,content_0096
zhihu,演示案例 097：商业化主题,该回答样本在公开演示版中被归纳为“商业化”主题，整体情绪倾向为正向，信息密度处于较高水平。,monetization|plot_discussion,monetization|plot_discussion,positive,5,1,5,5.45,408,该样本主要体现为商业化反馈，业务价值较高、表达质量较高，因此在演示版中被记录为“规则层已可完成初步判断”的案例。,False,False,4,,14.0,35.71,0.0,0.0,14.29,5.0,1.07,2.5,content_0097
zhihu,演示案例 098：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为正向，信息密度处于中等水平。,product_experience|monetization,product_experience|monetization,positive,4,1,5,4.9,16,该样本主要体现为产品体验反馈，业务价值较高、表达质量中等，因此在演示版中被记录为“规则层已可完成初步判断”的案例。,False,False,1,,2.0,0.0,50.0,50.0,0.0,0.0,0.0,3.0,content_0098
zhihu,演示案例 099：品牌传播主题,该回答样本在公开演示版中被归纳为“品牌传播”主题，整体情绪倾向为混合，信息密度处于较低水平。,brand_communication|plot_discussion,brand_communication|plot_discussion,mixed,3,1,5,2.85,1383,该样本主要体现为品牌传播反馈，业务价值较高、表达质量中等，因此在演示版中被记录为“规则层已可完成初步判断”的案例。,False,False,3,,33.0,6.06,3.03,6.06,3.03,1.0,0.7,1.06,content_0099
zhihu,演示案例 100：商业化主题,该回答样本在公开演示版中被归纳为“商业化”主题，整体情绪倾向为中性，信息密度处于较低水平。,monetization|community_conflict,monetization|community_conflict,neutral,3,3,5,2.35,204,该样本主要体现为商业化反馈，业务价值较高、表达质量中等，因此在演示版中被记录为“规则层已可完成初步判断”的案例。,False,False,3,,18.0,11.11,5.56,11.11,5.56,6.0,1.56,2.11,content_0100
zhihu,演示案例 101：商业化主题,该回答样本在公开演示版中被归纳为“商业化”主题，整体情绪倾向为中性，信息密度处于较高水平。,monetization,monetization,neutral,5,0,4,6.75,2,该样本主要体现为商业化反馈，业务价值中等、表达质量较高，因此在演示版中被记录为“规则层已可完成初步判断”的案例。,False,False,3,,,,,,,,,,content_0101
zhihu,演示案例 102：剧情内容主题,该回答样本在公开演示版中被归纳为“剧情内容”主题，整体情绪倾向为中性，信息密度处于中等水平。,plot_discussion,plot_discussion,neutral,3,0,4,4.25,862,该样本主要体现为剧情内容反馈，业务价值中等、表达质量中等，因此在演示版中被记录为“规则层已可完成初步判断”的案例。,False,False,0,,13.0,15.38,15.38,15.38,0.0,2.0,0.85,1.46,content_0102
zhihu,演示案例 103：产品体验主题,该回答样本在公开演示版中被归纳为“产品体验”主题，整体情绪倾向为中性，信息密度处于中等水平。,product_experience|competition,product_experience|competition,neutral,5,2,4,4.25,98,该样本主要体现为产品体验反馈，业务价值中等、表达质量较高，因此在演示版中被记录为“规则层已可完成初步判断”的案例。,False,False,5,,5.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,content_0103
zhihu,演示案例 104：商业化主题,该回答样本在公开演示版中被归纳为“商业化”主题，整体情绪倾向为正向，信息密度处于中等水平。,monetization|community_conflict,monetization|community_conflict,positive,5,1,4,4.25,3,该样本主要体现为商业化反馈，业务价值中等、表达质量较高，因此在演示版中被记录为“规则层已可完成初步判断”的案例。,False,False,0,,,,,,,,,,content_0104
zhihu,演示案例 105：剧情内容主题,该回答样本在公开演示版中被归纳为“剧情内容”主题，整体情绪倾向为中性，信息密度处于中等水平。,plot_discussion,plot_discussion,neutral,3,1,4,4.15,338,该样本主要体现为剧情内容反馈，业务价值中等、表达质量中等，因此在演示版中被记录为“规则层已可完成初步判断”的案例。,False,False,1,,9.0,0.0,0.0,0.0,11.11,1.0,0.56,0.89,content_0105
zhihu,演示案例 106：其他高价值主题,该回答样本在公开演示版中被归纳为“其他高价值”主题，整体情绪倾向为中性，信息密度处于中等水平。,,,neutral,4,0,3,4.3,998,该样本主要体现为其他高价值反馈，业务价值中等、表达质量中等，因此在演示版中被记录为“规则层已可完成初步判断”的案例。,False,False,3,,25.0,4.0,0.0,4.0,0.0,0.0,0.12,1.12,content_0106
zhihu,演示案例 107：其他高价值主题,该回答样本在公开演示版中被归纳为“其他高价值”主题，整体情绪倾向为混合，信息密度处于中等水平。,,,mixed,4,2,3,3.6,2696,该样本主要体现为其他高价值反馈，业务价值中等、表达质量中等，因此在演示版中被记录为“规则层已可完成初步判断”的案例。,False,False,3,,136.0,11.76,2.94,3.68,5.88,2.0,0.17,1.02,content_0107
