platform,comment_id,question_title,answer_summary,clean_text,business_mode,feedback_modes,comment_target,sentiment,confidence,quality_score,context_dependency_score,business_value_score,feedback_entropy_score,likes,high_value_reason,is_high_value_feedback,needs_llm_analysis,llm_priority_score,llm_route_reason,annotation_source,demo_case_id
zhihu,comment_0397,评论案例 397：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0397
zhihu,comment_0398,评论案例 398：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0398
zhihu,comment_0399,评论案例 399：品牌传播回应,该评论样本在公开演示版中被整理为针对“社区群体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕品牌传播主题，对社区群体表达了负向态度，整体信息密度为较高，已进入 LLM 候选池。,brand_communication,community_conflict|competition,community,negative,0.88,5,1,1,5,0,该评论主要作为社区群体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,True,True,9,high_value_pre_llm|long_comment|high_entropy|competition_mode,llm,comment_0399
zhihu,comment_0400,评论案例 400：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0400
zhihu,comment_0401,评论案例 401：商业化回应,该评论样本在公开演示版中被整理为针对“混合对象”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕商业化主题，对混合对象表达了负向态度，整体信息密度为较高，已进入 LLM 候选池。,monetization,product_experience|monetization|brand_communication|community_conflict|competition,mixed,negative,0.9,5,2,9,7,2,该评论主要作为混合对象相关的社区回应样本被保留，业务价值很高，上下文依赖较低。,True,True,10,high_value_pre_llm|long_comment|high_entropy|competition_mode|sarcasm_with_signal,llm,comment_0401
zhihu,comment_0402,评论案例 402：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0402
zhihu,comment_0403,评论案例 403：剧情内容回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕剧情内容主题，对游戏本体表达了中性态度，整体信息密度为较高，已进入 LLM 候选池。,plot_discussion|brand_communication,competition,game,neutral,0.8,3,1,0,5,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,True,7,high_value_pre_llm|high_entropy|competition_mode,llm,comment_0403
zhihu,comment_0404,评论案例 404：品牌传播回应,该评论样本在公开演示版中被整理为针对“回答观点”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕品牌传播主题，对回答观点表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,brand_communication,brand_communication,answer,neutral,0.58,1,1,2,1,0,该评论主要作为回答观点相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0404
zhihu,comment_0405,评论案例 405：品牌传播回应,该评论样本在公开演示版中被整理为针对“社区群体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕品牌传播主题，对社区群体表达了混合态度，整体信息密度为较低，已进入 LLM 候选池。,brand_communication|competition,competition,community,mixed,0.8,2,0,0,2,0,该评论主要作为社区群体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,True,5,high_value_pre_llm|competition_mode,llm,comment_0405
zhihu,comment_0406,评论案例 406：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0406
zhihu,comment_0407,评论案例 407：产品体验回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕产品体验主题，对游戏本体表达了正向态度，整体信息密度为中等，未进入 LLM 候选池。,product_experience|plot_discussion,product_experience|plot_discussion,game,positive,0.75,2,0,3,3,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值中等，上下文依赖较低。,True,False,3,,rule,comment_0407
zhihu,comment_0408,评论案例 408：产品体验回应,该评论样本在公开演示版中被整理为针对“混合对象”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕产品体验主题，对混合对象表达了负向态度，整体信息密度为中等，未进入 LLM 候选池。,product_experience|community_conflict,product_experience|community_conflict,mixed,negative,0.76,2,0,3,3,0,该评论主要作为混合对象相关的社区回应样本被保留，业务价值中等，上下文依赖较低。,True,False,3,,rule,comment_0408
zhihu,comment_0409,评论案例 409：社区冲突回应,该评论样本在公开演示版中被整理为针对“社区群体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕社区冲突主题，对社区群体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,community_conflict,community_conflict,community,neutral,0.58,2,1,1,2,0,该评论主要作为社区群体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0409
zhihu,comment_0410,评论案例 410：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0410
zhihu,comment_0411,评论案例 411：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0411
zhihu,comment_0412,评论案例 412：竞品比较回应,该评论样本在公开演示版中被整理为针对“回答观点”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕竞品比较主题，对回答观点表达了负向态度，整体信息密度为较低，已进入 LLM 候选池。,competition,competition,answer,negative,0.9,1,0,2,1,0,该评论主要作为回答观点相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,True,5,high_value_pre_llm|competition_mode,llm,comment_0412
zhihu,comment_0413,评论案例 413：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,2,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0413
zhihu,comment_0414,评论案例 414：社区冲突回应,该评论样本在公开演示版中被整理为针对“回答观点”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕社区冲突主题，对回答观点表达了负向态度，整体信息密度为较高，已进入 LLM 候选池。,community_conflict,product_experience|competition|plot_discussion,answer,negative,0.9,3,0,5,5,0,该评论主要作为回答观点相关的社区回应样本被保留，业务价值较高，上下文依赖较低。,False,True,7,high_value_pre_llm|high_entropy|competition_mode,llm,comment_0414
zhihu,comment_0415,评论案例 415：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0415
zhihu,comment_0416,评论案例 416：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了正向态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,positive,0.75,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0416
zhihu,comment_0417,评论案例 417：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,1,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0417
zhihu,comment_0418,评论案例 418：剧情内容回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕剧情内容主题，对游戏本体表达了混合态度，整体信息密度为中等，已进入 LLM 候选池。,plot_discussion|community_conflict|monetization,community_conflict|competition|plot_discussion,game,mixed,0.9,3,0,2,4,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,True,True,5,high_value_pre_llm|competition_mode,llm,comment_0418
zhihu,comment_0419,评论案例 419：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0419
zhihu,comment_0420,评论案例 420：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0420
zhihu,comment_0421,评论案例 421：商业化回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕商业化主题，对游戏本体表达了负向态度，整体信息密度为较低，已进入 LLM 候选池。,monetization|competition|brand_communication,competition,game,negative,0.9,2,0,2,2,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,True,True,5,high_value_pre_llm|competition_mode,llm,comment_0421
zhihu,comment_0422,评论案例 422：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0422
zhihu,comment_0423,评论案例 423：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,1,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0423
zhihu,comment_0424,评论案例 424：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0424
zhihu,comment_0425,评论案例 425：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,1,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0425
zhihu,comment_0426,评论案例 426：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,3,0,0,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖中等。,False,False,2,,rule,comment_0426
zhihu,comment_0427,评论案例 427：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,3,0,0,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖中等。,False,False,2,,rule,comment_0427
zhihu,comment_0428,评论案例 428：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,3,0,0,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖中等。,False,False,2,,rule,comment_0428
zhihu,comment_0429,评论案例 429：社区冲突回应,该评论样本在公开演示版中被整理为针对“社区群体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕社区冲突主题，对社区群体表达了正向态度，整体信息密度为较低，已进入 LLM 候选池。,community_conflict,competition,community,positive,0.9,2,1,0,2,0,该评论主要作为社区群体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,True,5,high_value_pre_llm|competition_mode,llm,comment_0429
zhihu,comment_0430,评论案例 430：其他高价值回应,该评论样本在公开演示版中被整理为针对“回答观点”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对回答观点表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,answer,neutral,0.58,0,2,0,1,0,该评论主要作为回答观点相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0430
zhihu,comment_0431,评论案例 431：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0431
zhihu,comment_0432,评论案例 432：商业化回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕商业化主题，对游戏本体表达了负向态度，整体信息密度为较高，已进入 LLM 候选池。,monetization,monetization|community_conflict|competition,game,negative,0.9,5,0,3,7,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值中等，上下文依赖较低。,True,True,7,high_value_pre_llm|high_entropy|competition_mode,llm,comment_0432
zhihu,comment_0433,评论案例 433：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,3,0,0,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖中等。,False,False,2,,rule,comment_0433
zhihu,comment_0434,评论案例 434：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,3,0,0,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖中等。,False,False,2,,rule,comment_0434
zhihu,comment_0435,评论案例 435：品牌传播回应,该评论样本在公开演示版中被整理为针对“社区群体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕品牌传播主题，对社区群体表达了负向态度，整体信息密度为较低，已进入 LLM 候选池。,brand_communication|product_experience,competition,community,negative,0.88,2,1,0,2,0,该评论主要作为社区群体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,True,True,5,high_value_pre_llm|competition_mode,llm,comment_0435
zhihu,comment_0436,评论案例 436：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0436
zhihu,comment_0437,评论案例 437：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0437
zhihu,comment_0438,评论案例 438：商业化回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕商业化主题，对游戏本体表达了正向态度，整体信息密度为较高，已进入 LLM 候选池。,monetization,product_experience|monetization|competition|plot_discussion,game,positive,0.92,4,1,7,6,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较高，上下文依赖较低。,True,True,9,high_value_pre_llm|long_comment|high_entropy|competition_mode,llm,comment_0438
zhihu,comment_0439,评论案例 439：品牌传播回应,该评论样本在公开演示版中被整理为针对“社区群体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕品牌传播主题，对社区群体表达了负向态度，整体信息密度为较低，已进入 LLM 候选池。,brand_communication|monetization,competition,community,negative,0.9,2,0,2,2,0,该评论主要作为社区群体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,True,5,high_value_pre_llm|competition_mode,llm,comment_0439
zhihu,comment_0440,评论案例 440：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0440
zhihu,comment_0441,评论案例 441：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0441
zhihu,comment_0442,评论案例 442：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,3,0,0,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖中等。,False,False,2,,rule,comment_0442
zhihu,comment_0443,评论案例 443：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,1,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0443
zhihu,comment_0444,评论案例 444：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,1,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0444
zhihu,comment_0445,评论案例 445：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了正向态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,positive,0.75,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0445
zhihu,comment_0446,评论案例 446：产品体验回应,该评论样本在公开演示版中被整理为针对“混合对象”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕产品体验主题，对混合对象表达了中性态度，整体信息密度为中等，未进入 LLM 候选池。,product_experience|monetization|community_conflict,product_experience|monetization|community_conflict,mixed,neutral,0.58,2,0,5,3,0,该评论主要作为混合对象相关的社区回应样本被保留，业务价值较高，上下文依赖较低。,True,False,3,,rule,comment_0446
zhihu,comment_0447,评论案例 447：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,2,0,0,2,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0447
zhihu,comment_0448,评论案例 448：商业化回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕商业化主题，对游戏本体表达了负向态度，整体信息密度为较低，已进入 LLM 候选池。,monetization,competition,game,negative,0.9,2,0,2,2,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,True,True,5,high_value_pre_llm|competition_mode,llm,comment_0448
zhihu,comment_0449,评论案例 449：商业化回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕商业化主题，对游戏本体表达了中性态度，整体信息密度为较低，已进入 LLM 候选池。,monetization,competition,game,neutral,0.9,1,0,2,2,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,True,5,high_value_pre_llm|competition_mode,llm,comment_0449
zhihu,comment_0450,评论案例 450：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0450
zhihu,comment_0451,评论案例 451：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为中等。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,3,0,0,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖中等。,False,False,2,,rule,comment_0451
zhihu,comment_0452,评论案例 452：商业化回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕商业化主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,monetization,monetization,game,neutral,0.58,1,1,2,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0452
zhihu,comment_0453,评论案例 453：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,1,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0453
zhihu,comment_0454,评论案例 454：其他高价值回应,该评论样本在公开演示版中被整理为针对“回答观点”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对回答观点表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,answer,neutral,0.58,1,0,0,1,0,该评论主要作为回答观点相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0454
zhihu,comment_0455,评论案例 455：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,1,0,0,1,0,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0455
zhihu,comment_0456,评论案例 456：品牌传播回应,该评论样本在公开演示版中被整理为针对“对象不明确”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕品牌传播主题，对对象不明确表达了负向态度，整体信息密度为较低，已进入 LLM 候选池。,brand_communication,competition,unclear,negative,0.8,1,0,2,1,0,该评论主要作为对象不明确相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,True,5,high_value_pre_llm|competition_mode,llm,comment_0456
zhihu,comment_0457,评论案例 457：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,1,1,38,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0457
zhihu,comment_0458,评论案例 458：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了中性态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,neutral,0.58,0,2,1,1,30,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0458
zhihu,comment_0459,评论案例 459：其他高价值回应,该评论样本在公开演示版中被整理为针对“游戏本体”的回应，上下文依赖程度为较低。,该评论被改写为公开展示摘要：围绕其他高价值主题，对游戏本体表达了正向态度，整体信息密度为较低，未进入 LLM 候选池。,,,game,positive,0.75,0,2,1,1,23,该评论主要作为游戏本体相关的社区回应样本被保留，业务价值较低，上下文依赖较低。,False,False,0,,rule,comment_0459
